ID,Institution Name,CITY,STABBR,Latitude,Longitude
164465,Amherst College,Amherst,MA,42.3703768,-72.5160692
164492,Anna Maria College,Paxton,MA,42.3303679,-71.9197278
164535,Assabet Valley Regional Technical School,Marlborough,MA,42.3681574,-71.566141
164562,Assumption University,Worcester,MA,42.2953528,-71.8296438
164580,Babson College,Wellesley,MA,42.2949962,-71.2649172
164599,Bancroft School of Massage Therapy,Worcester,MA,42.642858,-111.867621
164614,Boston Baptist College,Boston,MA,42.2541543,-71.1098426
164632,Bay Path University,Longmeadow,MA,42.055796,-72.5841918
164641,Bay State College,Boston,MA,42.3509401,-71.0717712
164739,Bentley University,Waltham,MA,42.3834189,-71.2225864
164748,Berklee College of Music,Boston,MA,42.3457128,-71.0867654
164775,Berkshire Community College,Pittsfield,MA,42.4576093,-73.3158611
164845,Empire Beauty School-Boston,Boston,MA,29.388486,-89.59783
164872,Boston Architectural College,Boston,MA,42.3484348,-71.0859252
164915,Boston Graduate School of Psychoanalysis Inc,Brookline,MA,41.993617,-73.511448
164924,Boston College,Chestnut Hill,MA,42.3354481,-71.1682665
164988,Boston University,Boston,MA,42.3504324,-71.1017012
165015,Brandeis University,Waltham,MA,42.3665095,-71.2580196
165024,Bridgewater State University,Bridgewater,MA,41.9882958,-70.9635926
165033,Bristol Community College,Fall River,MA,41.7212648,-71.1202793
165060,Signature Healthcare Brockton Hospital School of Nursing,Brockton,MA,42.390098,-76.413928
165112,Bunker Hill Community College,Boston,MA,42.3762175,-71.0714596
165167,Cambridge College,Boston,MA,42.3813909,-71.0726639
165194,Cape Cod Community College,West Barnstable,MA,41.6927589,-70.3369364
165255,Catherine Hinds Institute of Esthetics,Woburn,MA,42.4935629,-71.1372098
165264,Laboure College of Healthcare,Milton,MA,32.973546,-111.513116
165334,Clark University,Worcester,MA,42.2514681,-71.8229509
165495,Conway School of Landscape Design,Northampton,MA,30.524047,-87.900908
165529,Curry College,Milton,MA,42.2378786,-71.1147115
165556,Lincoln Technical Institute-Somerville,Somerville,MA,35.471489,-81.23668
165574,Dean College,Franklin,MA,42.0846531,-71.3998378
165608,Diman Regional Technical Institute,Fall River,MA,37.780042,-89.072552
165635,National Aviation Academy of New England,Concord,MA,46.53918,-102.86822
165644,Eastern Nazarene College,Quincy,MA,42.2710754,-71.0121349
165662,Emerson College,Boston,MA,42.3521996,-71.0656808
165671,Emmanuel College,Boston,MA,42.3406848,-71.1029059
165699,Endicott College,Beverly,MA,42.5540691,-70.8441366
165750,Rob Roy Academy-Fall River,Fall River,MA,34.300384,-91.912179
165802,Fisher College,Boston,MA,42.3553679,-71.0737378
165820,Fitchburg State University,Fitchburg,MA,42.5882202,-71.7900066
165866,Framingham State University,Framingham,MA,42.2977791,-71.4373064
165884,Benjamin Franklin Cummings Institute of Technology,Boston,MA,35.715834,-80.495194
165936,Gordon College,Wenham,MA,42.5888528,-70.8203006
165945,Gordon-Conwell Theological Seminary,South Hamilton,MA,42.6103115,-70.8415426
165981,Greenfield Community College,Greenfield,MA,42.5982765,-72.6302298
166018,Hampshire College,Amherst,MA,42.3257701,-72.5322388
166027,Harvard University,Cambridge,MA,42.3657432,-71.1222139
166045,Hebrew College,Newton Centre,MA,42.3254381,-71.188571
166054,Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,42.3165207,-71.1269899
166124,College of the Holy Cross,Worcester,MA,42.2366865,-71.8070248
166133,Holyoke Community College,Holyoke,MA,42.1938906,-72.6515706
166391,Lasell University,Newton,MA,42.3410686,-71.2485963
166407,Lawrence Memorial Hospital School of Nursing,Medford,MA,39.293979,-110.926639
166452,Lesley University,Cambridge,MA,42.3864348,-71.1190947
166489,Longy School of Music of Bard College,Cambridge,MA,42.3784429,-71.1233492
166498,Lowell Academy Hairstyling Institute,Lowell,MA,40.494475,-77.48319
166513,University of Massachusetts-Lowell,Lowell,MA,42.6519097,-71.3173628
166629,University of Massachusetts-Amherst,Amherst,MA,42.3869693,-72.5301847
166638,University of Massachusetts-Boston,Boston,MA,42.314068,-71.0387132
166647,Massachusetts Bay Community College,Wellesley Hills,MA,42.2931682,-71.4134099
166656,MCPHS University,Boston,MA,34.365411,-89.53718
166674,Massachusetts College of Art and Design,Boston,MA,42.3368257,-71.0993071
166683,Massachusetts Institute of Technology,Cambridge,MA,42.3582529,-71.0966272
166692,Massachusetts Maritime Academy,Buzzards Bay,MA,41.7395496,-70.6239204
166708,University of Massachusetts Chan Medical School,Worcester,MA,37.570304,-77.537784
166717,William James College,Newton,MA,42.2946881,-71.2029387
166805,Massachusetts School of Barbering,Quincy,MA,40.850519,-73.635378
166823,Massasoit Community College,Brockton,MA,42.0772566,-70.988584
166850,Merrimack College,North Andover,MA,42.6668806,-71.1229218
166869,MGH Institute of Health Professions,Boston,MA,42.3749581,-71.0539507
166887,Middlesex Community College,Bedford,MA,41.5396356,-72.6110492
166911,Montserrat College of Art,Beverly,MA,42.563055,-70.869526
166939,Mount Holyoke College,South Hadley,MA,42.2553285,-72.5696688
166957,Mount Wachusett Community College,Gardner,MA,42.5947058,-71.9824622
167039,Rob Roy Academy-New Bedford,New Bedford,MA,34.300384,-91.912179
167057,The New England Conservatory of Music,Boston,MA,39.208138,-81.711214
167093,New England College of Optometry,Boston,MA,42.3518544,-71.0868076
167215,New England Law-Boston,Boston,MA,42.3494309,-71.06856
167260,Nichols College,Dudley,MA,42.0445408,-71.9314618
167288,Massachusetts College of Liberal Arts,North Adams,MA,42.6916179,-73.1045006
167297,North Bennet Street School,Boston,MA,42.3627775,-71.0545035
167312,North Shore Community College,Danvers,MA,42.5923662,-70.968817
167358,Northeastern University,Boston,MA,42.3389545,-71.088058
167376,Northern Essex Community College,Haverhill,MA,42.7966928,-71.0470029
167394,College of Our Lady of the Elms,Chicopee,MA,42.1419011,-72.600423
167464,Pope St John XXIII National Seminary,Weston,MA,43.405386,-124.260438
167525,Quincy College,Quincy,MA,42.252491,-71.003753
167534,Quinsigamond Community College,Worcester,MA,42.3144209,-71.7934228
167598,Regis College,Weston,MA,42.3506516,-71.3085244
167631,Roxbury Community College,Roxbury Crossing,MA,42.3280927,-71.0963586
167677,Saint John's Seminary,Brighton,MA,41.026739,-76.00836
167729,Salem State University,Salem,MA,36.0895154,-80.2239737
167783,Simmons University,Boston,MA,42.3389354,-71.1004318
167792,Bard College at Simon's Rock,Great Barrington,MA,42.2069757,-73.3750986
167835,Smith College,Northampton,MA,42.3162239,-72.6403931
167871,Southeastern Technical Institute,South Easton,MA,39.983153,-75.748055
167899,Springfield College,Springfield,MA,42.102842,-72.5567149
167905,Springfield Technical Community College,Springfield,MA,42.1085288,-72.5799735
167987,University of Massachusetts-Dartmouth,North Dartmouth,MA,41.6225037,-71.0073448
167996,Stonehill College,Easton,MA,42.0599777,-71.0793257
168005,Suffolk University,Boston,MA,42.3567011,-71.0610578
168032,Rob Roy Academy-Taunton,Taunton,MA,34.300384,-91.912179
168148,Tufts University,Medford,MA,42.4064913,-71.1180073
168218,Wellesley College,Wellesley,MA,42.291776,-71.3032752
168227,Wentworth Institute of Technology,Boston,MA,42.3365725,-71.095373
168254,Western New England University,Springfield,MA,42.1125825,-72.5147814
168263,Westfield State University,Westfield,MA,42.1339673,-72.7993918
168281,Wheaton College (Massachusetts),Norton,MA,41.87031,-88.09868
168342,Williams College,Williamstown,MA,42.7130236,-73.2030082
168421,Worcester Polytechnic Institute,Worcester,MA,42.274315,-71.8084567
168430,Worcester State University,Worcester,MA,42.2677195,-71.8427016
168528,Adrian College,Adrian,MI,41.8984947,-84.0608324
168546,Albion College,Albion,MI,42.2437255,-84.742901
168555,Hillsdale Beauty College,Hillsdale,MI,41.9187061,-84.6313999
168573,Northwestern Technological Institute,Southfield,MI,42.4720799,-83.2388255
168591,Alma College,Alma,MI,43.381474,-84.671349
168607,Alpena Community College,Alpena,MI,45.0815532,-83.4446306
168740,Andrews University,Berrien Springs,MI,41.9696627,-86.3633155
168786,Aquinas College,Grand Rapids,MI,42.9600082,-85.6249899
168847,Baker College,Owosso,MI,42.9762426,-83.6967251
168883,Bay de Noc Community College,Escanaba,MI,45.7717425,-87.0864743
168892,Bayshire Academy of Beauty Craft Inc,Bay City,MI,40.494475,-77.48319
169080,Calvin University,Grand Rapids,MI,42.9320314,-85.580364
169099,Calvin Theological Seminary,Grand Rapids,MI,42.9280945,-85.5862293
169187,Carnegie Institute,Troy,MI,40.858695,-73.466492
169220,Michigan School of Psychology,Farmington Hills,MI,42.49145,-83.3597121
